job_name,position,diploma,company_name,company_size,company_type,salary
运维工程师,南昌,大专,乐风(山东)电力科技有限公司,500-999人,其它,6千-1.2万
销售助理（高新/晋升/有人带）,南昌,大专,南昌路冠贸易有限公司,20-99人,民营,6千-1.1万
四千电话客服销售,南昌,学历不限,苏州方正融合通信服务有限公司,1000-9999人,国企,7千-1.2万
运营专员,南昌,中专/中技,红谷滩新区赣湘汇特产超市,20人以下,民营,4千-8千
销售经理（江西）,南昌,大专,北京乐普诊断科技股份有限公司,500-999人,上市公司,6千-8千
客户经理,上饶,大专,江西用友软件有限责任公司,100-299人,股份制企业,7千-1万
车商管家BD,宜春,大专,金瓜子科技发展(北京)有限公司,10000人以上,合资,8千-1.2万
前工序工程师-研发,宜春,本科,武汉弛旭众富网络科技有限公司,300-499人,民营,1.6万-2.8万
高级招商主管（管团队）,赣州,大专,金牌厨柜家居科技股份有限公司,1000-9999人,上市公司,1.4万-2万
人力资源专员/主管,南昌,本科,亚琦集团有限公司,1000-9999人,民营,4千-8千
同步工程SE总装工艺工程师,南昌,大专,世爵汽车技术(北京)有限公司,20-99人,民营,1万-1.5万
天猫、京东、拼多多店长,厦门,大专,澳药(厦门)健康科技有限公司,20-99人,合资,8千-1万
跨境电商（Ebay/Amazon）运营,福州,本科,福建扬腾创新信息科技有限公司,500-999人,民营,6千-1万
采购员,福州,大专,福州同泰电子有限公司,100-299人,民营,4千-6千
瑞景【带薪休假+高提成】销售代表,厦门,学历不限,厦门市悦家园物业管理有限公司,20-99人,民营,5千-1万
电商运营助理,南昌,本科,南昌帕羽科技有限公司,500-999人,民营,5千-7千
门店管培生,南昌,大专,江西苏宁易购销售有限公司,10000人以上,上市公司,4千-6千
业务高级助理,南昌,大专,安利（中国）日用品有限公司,1000-9999人,外商独资,6千-8千
月薪6000五险双休聘电商运营,南昌,高中,江西味为先餐饮管理有限公司,100-299人,民营,8千-1万
销售助理（高薪/晋升/房产经验优先/有人带）,南昌,大专,南昌路冠贸易有限公司,20-99人,民营,6千-1.1万
新零售管理培生,南昌,本科,华为技术有限公司,10000人以上,民营,面议
高薪电话客服,南昌,中专/中技,苏州方正融合通信服务有限公司,1000-9999人,国企,6千-1.2万
财务主管,南昌,大专,江西宝鑫供应链有限公司,20-99人,,7千-1.4万
江西科伦-生产技术员(J10030),抚州,本科,科伦药业,10000人以上,民营,面议
门店管培生,南昌,大专,江西苏宁易购销售有限公司,10000人以上,上市公司,4千-6千
运营专员,南昌,大专,江西国晓科技有限公司,20-99人,其它,6千-9千
南康电商软件销售➕无责高薪五险一金,赣州,大专,聚水潭,1000-9999人,民营,7千-1.4万
美国站亚马逊运营,厦门,本科,厦门市拓新原劳务有限公司,100-299人,民营,6千-1.2万
分期专员＋六险＋免费住宿,南昌,高中,苏州方正融合通信服务有限公司,1000-9999人,国企,8千-1.3万
临川区招业务经理,抚州,高中,常州悦泽网络科技有限公司,100-299人,其它,3千-6千
生物信息工程师,南昌,本科,中山大学南昌研究院,100-299人,事业单位,8千-1万
维修工,南昌,中专/中技,麦格纳动力总成(江西)有限公司,1000-9999人,合资,5千-7千
电商运营管培生,南昌,本科,南昌帕羽科技有限公司,500-999人,民营,1万-2万
医疗器械售后工程师,南昌,大专,乐普(北京)诊断技术股份有限公司,20-99人,民营,6千-8千
（工科）专业实习生,厦门,本科,英大泰和财产保险股份有限公司,1000-9999人,国企,面议
淘宝运营助理,泉州,大专,泉州星空野望信息技术有限公司,100-299人,民营,4千-8千
储备店长,南昌,大专,江西苏宁易购销售有限公司,10000人以上,上市公司,4千-6千
商务数据统计员（13薪双休）,南昌,本科,河南易谦信息科技有限公司,,,8千-1.1万
信用卡销售专员,南昌,高中,苏州方正融合通信服务有限公司,1000-9999人,国企,8千-1.3万
采购助理/专员（电商）,南昌,高中,红谷滩新区赣湘汇特产超市,20人以下,民营,3千-6千
阿里巴巴运营专员,厦门,大专,厦门铭泰创意家居用品有限公司,20-99人,民营,8千-1.2万
医药招商,福州,大专,福建百歌药业有限公司,20-99人,民营,5千-1万
账单分期外呼坐席,南昌,高中,苏州方正融合通信服务有限公司,1000-9999人,国企,8千-1.3万
考研咨询师—近地铁口+高薪+高校市场,南昌,本科,江西英豪傅睿教育集团有限公司,100-299人,民营,6千-1万
销售业务员-雀巢母婴渠道外包项目组-上饶,上饶,中专/中技,广州市达生市场推广有限公司,1000-9999人,合资,4千-6千
薪酬绩效专员,泉州,大专,福建省向兴纺织科技有限公司,500-999人,其它,4千-6千
HR（意外艺术）,厦门,本科,飞博共创,300-499人,上市公司,1万-1.5万
质检工程师,厦门,硕士,特宝生物,1000-9999人,上市公司,7千-1.4万
原料采购专员,厦门,本科,腾龙特种树脂(厦门)有限公司,1000-9999人,合资,5千-7千
运营专员,南平,大专,福建致极企业服务有限公司,20-99人,民营,4千-6千
销售顾问（泉州校区）,泉州,大专,泉州市丰泽区新航道英语培训学校,100-299人,民营,8千-1万
底薪5000五险双休聘前台接待,南昌,中专/中技,宜春木跃网络传媒有限公司,20-99人,,6千-8千
课程顾问,南昌,大专,江西南昌新华电脑中专学校,1000-9999人,民营,6千-8千
人资员,南昌,本科,双胞胎集团,10000人以上,民营,6千-8千
艾溪湖东月薪过万的网销,南昌,高中,南昌肖子烨网络科技有限公司,100-299人,民营,8千-1万
0351W6-23届橙星管培生（核保）,厦门,本科,中国平安财产保险股份有限公司厦门分公司,500-999人,股份制企业,6千-8千
高级电商运营专员（直播）(J12535),厦门,大专,特步（中国）有限公司,1000-9999人,上市公司,1万-1.5万
监测分析工程师,南昌,本科,无锡中科光电技术有限公司,1000-9999人,上市公司,6千-8千
采购专员（外包ABB）,厦门,本科,厦门中科智业人力资源有限公司,20-99人,股份制企业,6千-7千
淘宝 天猫 阿里巴巴运营助理,福州,大专,福建亚联国际贸易有限公司,20-99人,民营,4千-6千
运营推广,南昌,学历不限,南昌润佳网络科技有限公司,20-99人,民营,5千-1万
电商运营管培生,南昌,本科,南昌帕羽科技有限公司,500-999人,民营,1万-1.5万
企业销售顾问+五险+双休,福州,大专,福州远航邦网络科技有限公司,20人以下,民营,5千-9千
跨境电商商家运营,泉州,大专,泉州正廷进出口贸易有限公司,100-299人,民营,4千-8千
Anta2023届校招生——商品管理岗,南昌,本科,安踏体育用品集团有限公司,10000人以上,民营,5千-7千
销售类管理培训生,厦门,本科,农夫山泉,1000-9999人,民营,8千-1万
资金专员,厦门,大专,中闽在线(厦门)电子商务有限公司,300-499人,民营,1.1万-2.2万
TSR销售代表,南昌,大专,上海赢迪市场营销服务有限公司,300-499人,民营,4千-5千
渠道管培生（2023届）,厦门,本科,九牧王,1000-9999人,上市公司,5千-7千
后台助理,厦门,本科,上哲管理咨询(厦门)有限公司,20-99人,民营,5千-7千
产品助理,泉州,大专,泉州皇尚贸易有限公司,100-299人,民营,4千-5千
产品运营经理(J14599),福州,本科,博思软件,1000-9999人,上市公司,1万-1.5万
阿里巴巴运营助理,南昌,大专,江西聚友信息技术有限公司,100-299人,民营,4千-7千
产品经理（软件系统）,福州,本科,福建星冠智通信息系统有限公司,20-99人,股份制企业,8千-1.5万
电芯研发工程师,福州,硕士,潍坊市倍茂能源科技有限公司,100-299人,,1.3万-2.3万
商品企划副经理(J12451),厦门,大专,特步（中国）有限公司,1000-9999人,上市公司,1万-1.5万
品牌策划 （珠宝首饰方向）,福州,本科,福建缤果网络科技有限公司,20-99人,民营,4千-6千
大数据开发工程师,厦门,本科,厦门和新科技有限公司,300-499人,民营,7千-1.2万
数据统计员,福州,本科,深圳市万豪亭科技有限公司,300-499人,合资,6千-1万
金融业务员,厦门,大专,厦门众冠捷管理咨询有限公司,20-99人,合资,7千-1.3万
大气数据分析师,赣州,大专,北京雪迪龙科技股份有限公司,1000-9999人,上市公司,4千-8千
无机检测员,南昌,大专,南昌博昂检测技术有限公司,20-99人,股份制企业,4千-8千
营运专员/主管,萍乡,大专,萍乡润达广场国际商业管理有限公司,500-999人,其它,3千-5千
采购助理,九江,大专,上海颢钦实业发展有限公司,20-99人,民营,4千-8千
淘宝店长,南昌,大专,南昌良良实业有限公司,1000-9999人,民营,8千-1.6万
百货楼层主管/资深主管,南昌,大专,江西苏宁易购销售有限公司,10000人以上,上市公司,4千-5千
增值服务主管/经理（社区经营）,南昌,大专,碧桂园生活服务集团股份有限公司,10000人以上,民营,面议
工价分析员,福州,学历不限,福建财茂集团有限公司,1000-9999人,民营,6千-8千
23届橙星管培生（数据应用）,南昌,本科,中国平安财产保险股份有限公司江西分公司,1000-9999人,股份制企业,6千-7千
抖音直播运营,南昌,大专,南昌市新红途汽车销售服务有限公司,20-99人,民营,5千-8千
技术员（RVV）,南昌,本科,普天集团,100-299人,上市公司,5千-7千
市场专员,南昌,大专,江西有运气二手车交易市场有限公司,20-99人,民营,4千-7千
经营管理工程师（四川）,宁德,学历不限,宁德时代新能源科技股份有限公司,10000人以上,民营,8千-1.5万
电芯开发工程师-研发岗位,厦门,本科,武汉弛旭众富网络科技有限公司,300-499人,民营,1.6万-2.8万
商家运营,抚州,高中,常州悦泽网络科技有限公司,100-299人,其它,4千-7千
抖音直播运营,南昌,大专,南昌市新红途汽车销售服务有限公司,20-99人,民营,5千-8千
门店店长,福州,大专,福建淳百味餐饮发展有限公司,1000-9999人,民营,5千-8千
客服专员,南昌,学历不限,江西省倍好麦电子商务有限公司,20-99人,民营,4千-6千
视频图片编辑运营,南昌,大专,南昌师图公考教育咨询有限责任公司,20-99人,其它,3千-6千
销售计划专员,厦门,大专,厦门亦云网络科技有限公司,100-299人,民营,8千-1.6万
店长（泉州）,泉州,学历不限,福建淳百味餐饮发展有限公司,1000-9999人,民营,6千-7千
管培生/培训生,厦门,本科,厦门见福连锁管理有限公司,1000-9999人,民营,4千-6千
大气污染治理工程师,抚州,本科,无锡中科光电技术有限公司,1000-9999人,上市公司,6千-1万
网络平台运营,厦门,大专,厦门达苑云科技有限公司,100-299人,民营,4千-8千
车险续保专员/4S驻店（厦门）,厦门,大专,上海保鼎科技服务有限公司,100-299人,民营,5千-1万
管培生-战略投资类,厦门,本科,君龙人寿保险有限公司,100-299人,合资,7千-1万
跨境电商运营助理,厦门,本科,武汉犹汇客电子商务有限公司,100-299人,民营,4千-6千
总经理助理,福州,本科,CBC(北京)信用管理有限公司,1000-9999人,外商独资,6千-1万
网优测试工程师,九江,大专,南昌乐盈实业有限公司,100-299人,民营,3千-6千
业务高级助理,赣州,大专,安利（中国）日用品有限公司,1000-9999人,外商独资,5千-7千
亚马逊日本站运营专员,福州,大专,福建凝鑫园网络科技有限公司,20-99人,民营,5千-1万
淘宝主播-名鞋库,厦门,学历不限,北京外企人力资源服务福建有限公司,1000-9999人,国企,8千-1.2万
海外产品经理助理,南昌,本科,江西正邦作物保护股份有限公司,10000人以上,民营,5千-1万
八县区域客户代表,福州,大专,福州金麦园农业开发有限公司,20-99人,民营,4千-8千
财务助理,厦门,本科,厦门斯塔克网络技术有限公司,20-99人,民营,4千-5千
大客户销售代表,厦门,大专,厦门市悦家园物业管理有限公司,20-99人,民营,5千-1万
运营助理/专员（双休十三薪）,厦门,本科,广州盛世鑫鸿商务咨询有限公司,20-99人,民营,8千-1.5万
23校招-质检工程师,厦门,硕士,特宝生物,1000-9999人,上市公司,7千-1.2万
生基集团-IVD销售业务员(J13001),福州,大专,威高集团,10000人以上,民营,4千-6千
直播场控,厦门,学历不限,厦门淘麦电子商务有限公司,100-299人,其它,5千-7千
高薪招聘【自由+高提成+贝壳21世纪】销售代表,厦门,高中,厦门市悦家园物业管理有限公司,20-99人,民营,5千-1万
产品运营工程师（资源规划）,厦门,本科,网宿科技,1000-9999人,上市公司,1万-2万
银行项目电销专员,南昌,高中,苏州方正融合通信服务有限公司,1000-9999人,国企,8千-1.3万
招聘主管（有校招经验）,南昌,大专,江西幸云婚姻家庭心理咨询中心有限公司,100-299人,民营,6千-8千
分销经理,南昌,大专,江西汇仁药业股份有限公司,1000-9999人,民营,4千-8千
电商推广专员,泉州,大专,浔兴股份,1000-9999人,上市公司,5千-7千
业务运营,抚州,学历不限,常州悦泽网络科技有限公司,100-299人,其它,4千-7千
实验室分析助理工程师,南昌,大专,河南旆燃环保科技有限公司,300-499人,民营,6千-1万
电芯开发工程师-研发岗位,宜春,本科,武汉弛旭众富网络科技有限公司,300-499人,民营,1.6万-2.8万
知了好学运营专员,厦门,大专,厦门易尔通,1000-9999人,股份制企业,4千-5千
化学研发工程师,南昌,本科,河北英科石化工程有限公司江西分公司,20-99人,民营,5千-1万
运营督导,南昌,大专,红谷滩新区赣湘汇特产超市,20人以下,民营,3千-6千
运维检修,南昌,中专/中技,山东信科电力科技有限公司,500-999人,民营,6千-1.2万
市场专员（厦门）,厦门,本科,华润双鹤药业股份有限公司,1000-9999人,国企,5千-8千
上饶市场执行专员,上饶,大专,江西太古可口可乐饮料有限公司,500-999人,外商独资,4千-6千
储备干部（带薪培训+宿舍+晋升）,南昌,大专,江西天伦之乐实业发展有限公司南昌分公司,1000-9999人,民营,4千-8千
检测业务主管/经理,南昌,大专,江西煌上煌集团食品股份有限公司,1000-9999人,上市公司,6千-1.2万
新型销售管理（4300高薪起）导师带教,南昌,大专,深圳市乐有家控股集团有限公司,10000人以上,民营,6千-1.2万
生产储备干部,厦门,本科,厦门三安光电有限公司,1000-9999人,上市公司,6千-8千
财务专员 双休，13薪,厦门,本科,麦田房产,10000人以上,民营,4千-7千
销售BD,赣州,大专,聚水潭,1000-9999人,民营,8千-1.6万
阿里巴巴推广员（专业培训）,南昌,大专,南昌路冠贸易有限公司,20-99人,民营,6千-1.2万
大气数据分析师,景德镇,大专,北京雪迪龙科技股份有限公司,1000-9999人,上市公司,4千-8千
电销专员+双休+社保+内部晋升,南昌,学历不限,苏州方正融合通信服务有限公司,1000-9999人,国企,6千-1.2万
软件项目经理,南昌,本科,华勤技术股份有限公司,10000人以上,民营,面议
市场渠道,抚州,大专,江西天伦之乐实业发展有限公司南昌分公司,1000-9999人,民营,5千-9千
跨境电商产品开发管培生（2023校招）,南昌,本科,杭州夏歌信息技术服务有限公司,1000-9999人,民营,6千-8千
工艺员,赣州,本科,章源钨业,1000-9999人,上市公司,5千-7千
店商运营,泉州,大专,泉州创贝科技有限公司,20人以下,,4千-8千
商务销售经理,南昌,大专,江西合一云数据科技股份有限公司,20-99人,民营,1.5万-3万
项目经理,景德镇,本科,江西扬声电子有限公司,20-99人,民营,8千-1.2万
电商运营助理,南昌,本科,南昌帕羽科技有限公司,500-999人,民营,4千-8千
学术专员（不坐班）,南昌,学历不限,沈阳惠民生物技术有限公司,100-299人,民营,4千-6千
医药销售-区域拓展主管4594,南昌,大专,石家庄以岭药业股份有限公司,10000人以上,上市公司,8千-1.1万
外贸业务员,泉州,大专,泉州宏帆艺品有限公司,100-299人,民营,6千-1.2万
市场拓展包住储备干部,南昌,大专,江西天伦之乐实业发展有限公司南昌分公司,1000-9999人,民营,4千-6千
火车站片区销售代表,厦门,大专,厦门市悦家园物业管理有限公司,20-99人,民营,5千-1万
文案策划,泉州,大专,泉州市有你欢唱娱乐有限公司,300-499人,其它,4千-7千
大气数据分析师,宜春,大专,北京雪迪龙科技股份有限公司,1000-9999人,上市公司,4千-8千
质控专员,南昌,大专,江西合一云数据科技股份有限公司,20-99人,民营,3千-4千
维修支持-南昌(QH2),南昌,大专,北京车和家信息技术有限公司,10000人以上,民营,9千-1.5万
抖音电商经理,厦门,学历不限,星汇天下文化传媒(厦门)有限公司,20-99人,民营,8千-1.4万
达人运营,福州,大专,福建黄钛后文化传媒有限公司,100-299人,民营,7千-1万
仓储物流管培生（固薪9K+专属培养）,南昌,本科,兴盛优选,10000人以上,民营,9千-1.5万
2023届销售管培生（店长方向-南昌）,南昌,大专,九牧王,1000-9999人,上市公司,5千-7千
人力储干,南昌,本科,南昌帕羽科技有限公司,500-999人,民营,1万-1.5万
办公室业务类文员,南昌,大专,青岛联信商务咨询有限公司,1000-9999人,合资,6千-8千
化学研发工程师,南昌,本科,河北英科石化工程有限公司江西分公司,20-99人,民营,5千-1万
大气污染治理工程师（数据分析）,新余,本科,无锡中科光电技术有限公司,1000-9999人,上市公司,5千-1万
亚马逊运营助理,福州,本科,福州汉阁壹商业管理有限公司,20-99人,民营,4千-8千
硬件售后工程师,厦门,大专,厦门科拓通讯技术股份有限公司,1000-9999人,民营,4千-7千
干细胞推广经理,南昌,大专,江西拜澳泰克生物医学科技有限公司,20-99人,股份制企业,8千-1万
大气数据分析师,吉安,大专,北京雪迪龙科技股份有限公司,1000-9999人,上市公司,4千-8千
软件测试工程师课程nc/培训招生,南昌,大专,51Testing,100-299人,民营,6千-8千
亚马逊平台运营,福州,本科,福州环蚁贸易有限公司,20人以下,民营,5千-1万
销售代表-雀巢母婴渠道项目组-景德镇,景德镇,学历不限,广州市达生市场推广有限公司,1000-9999人,合资,4千-6千
运营,福州,大专,福州九点九亿贸易有限公司,100-299人,股份制企业,3千-5千
抖音小店运营,福州,大专,福州市淘江南网络科技有限公司,20-99人,民营,5千-1万
业务员-雀巢母婴渠道外包项目组-余干县,上饶,学历不限,广州市达生市场推广有限公司,1000-9999人,合资,4千-6千
区域销售经理（智慧农业、智慧环保）,南昌,大专,精讯畅通,300-499人,股份制企业,1万-1.5万
销售助理（高薪/晋升/房产经验优先）,南昌,中专/中技,南昌路冠贸易有限公司,20-99人,民营,6千-1.1万
人事助理/专员（免费住宿+培训）,南昌,大专,南昌路冠贸易有限公司,20-99人,民营,4千-6千
数据分析师课程NC/培训招生,南昌,大专,51Testing,100-299人,民营,6千-8千
外派财务经理,南昌,学历不限,天狮集团,10000人以上,民营,面议
储备干部（带薪培训+宿舍+晋升）,南昌,大专,江西天伦之乐实业发展有限公司南昌分公司,1000-9999人,民营,4千-8千
OQS SI服务与出货质量管控（富士康工业富联赣州园区）,赣州,大专,富联精密科技(赣州)有限公司,1000-9999人,上市公司,6千-1.2万
研发工程师\合成检测工程师,南昌,本科,河北英科石化工程有限公司江西分公司,20-99人,民营,5千-1万
靶点模型构建与高通量筛选研究,南昌,本科,赣江中药创新中心,100-299人,事业单位,4千-6千
全栈开发工程师课程南昌/培训招生,南昌,大专,51Testing,100-299人,民营,6千-8千
南昌销售助理4300起+奖金,南昌,本科,深圳市乐有家控股集团有限公司,10000人以上,民营,4千-8千
大气数据分析师,新余,大专,北京雪迪龙科技股份有限公司,1000-9999人,上市公司,4千-8千
销售业务员-雀巢母婴渠道项目组-南昌,南昌,中专/中技,广州市达生市场推广有限公司,1000-9999人,合资,4千-6千
主播艺人-居家工作-月入过万,九江,大专,福建中昊影视文化传媒有限公司,20-99人,其它,1.5万-3万
客户经理,南昌,大专,国盛证券有限责任公司江西分公司,1000-9999人,上市公司,5千-1万
23校招-分析测试助理,厦门,本科,特宝生物,1000-9999人,上市公司,5千-8千
电商运营,厦门,中专/中技,厦门海尼企业管理集团有限公司,1000-9999人,民营,4千-8千
电商运营管培生,南昌,本科,南昌帕羽科技有限公司,500-999人,民营,1万-1.5万
南昌将军洲总监,南昌,大专,厦门大唐商业管理有限公司,500-999人,民营,2.5万-3.5万
CRO项目部 药理药效SD,南昌,硕士,江西中洪博元生物技术有限公司,300-499人,民营,7千-9千
电话销售,南昌,大专,南昌初速科技服务有限公司,100-299人,国企,5千-1万
高级直播专员(J12533),厦门,大专,特步（中国）有限公司,1000-9999人,上市公司,1万-1.5万
销售业务员-雀巢母婴渠道外包项目组-鄱阳县,上饶,中专/中技,广州市达生市场推广有限公司,1000-9999人,合资,4千-6千
社交教学督导（专业培训+出差）,福州,本科,福建省康语科技有限公司,1000-9999人,民营,7千-1.2万
咨询助理（应届生）,福州,本科,中创碳投,100-299人,民营,4千-8千
商业数据分析师,福州,大专,福州果集信息科技有限公司,300-499人,民营,8千-1.6万
抖音直播运营,福州,大专,福州润家家居有限公司,20-99人,民营,7千-1万
工艺研发工程师,漳州,本科,厦门恒坤新材料科技股份有限公司,100-299人,民营,5千-9千
产品运营,泉州,高中,泉州鑫力泽商贸有限公司,20-99人,,5千-1万
市场专员（福州）,福州,本科,华润双鹤药业股份有限公司,1000-9999人,国企,5千-8千
高级薪酬福利专员,宁德,大专,宁德时代科士达科技有限公司,100-299人,民营,6千-9千
销售数据分析,福州,学历不限,福建麦田房产经纪有限公司,10000人以上,民营,8千-1.6万
亚马逊广告投放员,福州,本科,福建扬腾创新信息科技有限公司,500-999人,民营,6千-1万
KA主管（漳州）,漳州,大专,旺旺集团,10000人以上,上市公司,6千-1万
高级商务专员,福州,学历不限,天江药业,1000-9999人,国企,4千-6千
研发工程师(J10205),泉州,硕士,三安集成电路有限公司,1000-9999人,上市公司,1万-1.5万
物流专员,福州,本科,北京三快在线科技有限公司,1000-9999人,上市公司,面议
通管局工程领班,福州,学历不限,福建花开富贵物业管理有限公司,500-999人,民营,4千-5千
海外社交媒体推广,泉州,大专,美佳爽(中国)有限公司,1000-9999人,外商独资,5千-6千
外贸跟单员（可接受应届生）,福州,本科,福州爱国者之星光电科技有限公司,100-299人,民营,5千-6千
shopee运营专员,厦门,学历不限,厦门隆发泰电子商务有限公司,20-99人,,5千-1万
培训助理（见习生）,厦门,大专,盈趣科技,1000-9999人,上市公司,4千-6千
电芯开发工程师-研发岗位,厦门,本科,武汉弛旭众富网络科技有限公司,300-499人,民营,1.6万-2.8万
客服专员（2023届校招）,厦门,本科,冠捷科技,10000人以上,外商独资,6千-8千
测试工程师助理,厦门,本科,深圳飘烟科技有限公司,20-99人,,9千-1.2万
培训讲师（教育）,福州,本科,深圳市威科姆数码网络有限公司,20-99人,民营,6千-1万
淘宝电商运营,泉州,大专,泉州创贝科技有限公司,20人以下,,4千-8千
暖通工程师,福州,大专,东莞市凯奥机械有限公司,500-999人,民营,1万-1.5万
商家运营,泉州,大专,北京三快在线科技有限公司,1000-9999人,上市公司,面议
大数据研发工程师（招收22届实习生）,福州,本科,福州创荣软件科技有限公司,100-299人,股份制企业,9千-1.5万
电商采购,厦门,大专,中闽在线(厦门)电子商务有限公司,300-499人,民营,4千-8千
渠道销售经理-福建,福州,大专,江苏沁尔康环境电器有限公司,100-299人,民营,1万-2万
竞价专员/6-10k,福州,大专,北京碧莲盛不剃发植发医疗美容门诊部有限责任公司,1000-9999人,股份制企业,6千-1万
中心质控客服,泉州,高中,圆通速递有限公司,10000人以上,上市公司,3千-5千
运营助理,福州,学历不限,福州市鼓楼区淘力商贸有限公司,20人以下,其它,4千-8千
人力资源专员（员工关系和福利方向）,福州,本科,福州飞豹电子商务有限公司,20-99人,民营,6千-9千
产品运营工程师（2023届校园招聘）-福州,福州,本科,中电福富信息科技有限公司,1000-9999人,国企,7千-1.1万
管培生,厦门,硕士,厦门本草真源生物医药科技有限公司,20-99人,其它,6千-1.2万
商品管培生,厦门,本科,九牧王,1000-9999人,上市公司,5千-6千
天猫运营,泉州,学历不限,泉州魅夜商贸有限公司,20人以下,民营,5千-1万
网络销售,泉州,大专,福建湾蓝供应链管理有限公司,100-299人,民营,5千-1万
抖音直播投手--石狮,泉州,学历不限,厦门美怡莱网络科技有限公司,100-299人,民营,4千-8千
英语社区运营专员,厦门,本科,厦门梦加网络科技股份有限公司,300-499人,股份制企业,6千-1万
咨询顾问,福州,本科,无量科技股份有限公司,100-299人,股份制企业,5千-7千
招商经理（全国性出差）,厦门,学历不限,金牌厨柜家居科技股份有限公司,1000-9999人,上市公司,1万-1.3万
APP运营编辑,厦门,本科,4399,1000-9999人,股份制企业,5千-7千
客户经理（三明市区）,三明,本科,银联商务股份有限公司福建分公司,100-299人,国企,5千-1万
工艺工程师,泉州,本科,渠梁电子有限公司,1000-9999人,其它,7千-1.2万
销售内勤专员,泉州,大专,福建艺达电驱动股份有限公司,100-299人,民营,5千-7千
销售工程师,福州,本科,福州都拜特生物技术有限公司,20人以下,民营,1.2万-1.8万
阿里巴巴国际站运营,厦门,大专,厦门晨石商贸有限公司,20人以下,民营,4千-7千
短视频内容运营,厦门,学历不限,厦门铭泰创意家居用品有限公司,20-99人,民营,8千-1.5万
实验室检测员（需要驻场，提供宿舍）,福州,本科,福建省致青生态环保有限公司,20-99人,民营,4千-6千
市场部经理助理（会开车优先）,福州,大专,福州金麦园农业开发有限公司,20-99人,民营,4千-8千
研发工程师,泉州,本科,福建金石能源有限公司,500-999人,民营,6千-1.2万
产品运营,福州,大专,福州市帆石信息科技有限公司,20-99人,民营,4千-6千
运维工程师,福州,大专,福州智凯信息技术有限公司,20-99人,,4千-8千
农险业务管理岗,福州,本科,中华保险,10000人以上,国企,面议
下单员,福州,中专/中技,福州牛人装饰工程有限公司,100-299人,民营,6千-8千
供应链金融运营专员,厦门,本科,傲农集团,10000人以上,上市公司,5千-9千
销售内勤,三明,大专,富春江集团,1000-9999人,民营,4千-5千
直播运营（高底薪+高提成）,福州,大专,深圳市旺坤光电技术有限公司福建省分公司,100-299人,民营,1万-1.5万
亚马逊运营(五险+十三薪),泉州,大专,泉州铭宇环球电子商务有限公司,20-99人,民营,5千-8千
Gis数据处理工程师,福州,大专,福建拓佳天地信息科技有限公司,20-99人,民营,5千-8千
生产计划专员,福州,本科,锐捷网络股份有限公司,1000-9999人,民营,8千-1.5万
现货操盘手,厦门,学历不限,厦门华望商贸有限公司,,民营,6千-1万
测试与可靠性工程师,厦门,硕士,厦门紫硅半导体科技有限公司,20-99人,民营,9千-1.8万
金融产品分析员,泉州,高中,汉腾财富(武汉)投资管理有限公司,20-99人,,8千-1.6万
新媒体运营,福州,本科,福州市鼓楼区环球外语培训学校,100-299人,民营,8千-1.3万
亚马逊运营（日本站）,厦门,大专,厦门东若亚电子商务有限公司,20-99人,民营,5千-8千
产品运营,福州,大专,福州建鑫晟贸易有限公司,20-99人,民营,4千-8千
星座类网编,厦门,大专,厦门小皮网络有限公司,20-99人,民营,4千-6千
亚马逊运营助理（应届生带薪培训）,福州,本科,福州市台江区迈腾体育用品有限公司,20-99人,民营,4.5千-8千
抖音运营,福州,大专,福州飞顺电子科技有限公司,100-299人,民营,7千-1.3万
短视频运营专员（新项目）,厦门,大专,厦门保立网络技术有限公司,500-999人,民营,6千-1万
抖音直播运营,福州,大专,福州恩莱电子商务有限公司,100-299人,民营,5千-9千
lazada shopee运营主管,厦门,大专,中南万象(厦门)贸易有限公司,300-499人,民营,1.5万-3万
市场经理,赣州,大专,南昌本正科技发展有限公司,20-99人,,1万-1.5万
门店管培生,南昌,大专,江西苏宁易购销售有限公司,10000人以上,上市公司,4千-6千
软件研发工程师,南昌,本科,东华医为科技有限公司,1000-9999人,民营,7千-1.4万
天猫运营助理,南昌,大专,南昌乐蜀吾商贸有限公司,20人以下,民营,3千-5千
新零售管培生（20-22届）,南昌,本科,兴盛优选,10000人以上,民营,6千-1.2万
产品市场经理,景德镇,本科,江西扬声电子有限公司,20-99人,民营,8千-1.2万
客户主任,抚州,大专,上海锐澳酒业有限公司,1000-9999人,上市公司,6千-9千
分拣主管-上饶上班,上饶,高中,拼多多,1000-9999人,民营,6千-9千
抖音中控场控,南昌,大专,南昌良良实业有限公司,1000-9999人,民营,3千-6千
月薪6000五险双休聘电商运营,南昌,高中,江西味为先餐饮管理有限公司,100-299人,民营,8千-1万
人事专员,南昌,高中,南昌奥讯文化传媒有限公司,100-299人,民营,3千-5千
运维岗,南昌,大专,江西科晨洪兴信息技术有限公司,100-299人,其它,4千-6千
运营助理,南昌,本科,南昌帕羽科技有限公司,500-999人,民营,5千-6千
人事助理/专员,南昌,大专,南昌路冠贸易有限公司,20-99人,民营,3千-6千
生物统计/编程/数据管理等,南昌,本科,上海沛生企业管理中心,20-99人,合资,3万-5万
抖音带货,南昌,学历不限,南昌市婧麒服饰有限公司,500-999人,民营,6千-1万
产品工艺工程师,宜春,本科,天赐材料,1000-9999人,上市公司,7千-1.3万
